"Start Time","End Time","Text","Layer ID"
"00:46:34:14","00:46:34:18","vous ne.","1"
"00:46:34:18","00:46:35:02","Voyez","1"
"00:46:35:02","00:46:35:06","pas","1"
"00:46:35:06","00:46:35:11","qu'elle","1"
"00:46:35:11","00:46:35:14","n'est","1"
"00:46:35:14","00:46:35:19","pas","1"
"00:46:35:19","00:46:36:21","de chez nous ?","1"
"00:46:36:21","00:46:37:02","Votre","1"
"00:46:37:02","00:46:37:07","nez est","1"
"00:46:37:07","00:46:37:12","très","1"
"00:46:37:12","00:46:37:20","cher.","1"
"00:46:37:20","00:46:38:03","N'ayez","1"
"00:46:38:03","00:46:38:07","pas","1"
"00:46:38:07","00:46:39:10","peur.","1"
"00:46:39:10","00:46:39:23","Tout va","1"
"00:46:39:23","00:46:40:09","bien.","1"
"00:46:50:21","00:46:51:08","Ce n'est","1"
"00:46:51:08","00:46:51:17","pas","1"
"00:46:51:17","00:46:52:21","comme","1"
"00:47:06:12","00:47:07:17","vous,","1"
"00:47:17:11","00:47:17:23","pas.","1"
"00:47:17:23","00:47:18:04","Une","1"
"00:47:18:04","00:47:18:11","toute","1"
"00:47:18:11","00:47:19:15","seule.","1"
"00:47:27:07","00:47:28:11","Tout,","1"
"00:47:33:16","00:47:34:20","hein.","1"
"00:47:35:09","00:47:36:08","Merci.","1"
"00:47:36:08","00:47:36:20","Je voudrais pas","1"
"00:47:36:20","00:47:37:02","te faire","1"
"00:47:37:02","00:47:37:15","la morale,","1"
"00:47:37:15","00:47:38:01","mais","1"
"00:47:38:01","00:47:38:09","user de","1"
"00:47:38:09","00:47:38:22","ta frimousse","1"
"00:47:38:22","00:47:39:08","de bébé","1"
"00:47:39:08","00:47:39:12","pour","1"
"00:47:39:12","00:47:40:01","dévaliser","1"
"00:47:40:01","00:47:40:03","le","1"
"00:47:40:03","00:47:41:08","voyageur,","1"
"00:47:41:09","00:47:41:13","c'est","1"
"00:47:41:13","00:47:41:17","pas","1"
"00:47:41:17","00:47:42:07","joli,","1"
"00:47:42:07","00:47:43:12","c'est","1"
"00:47:43:12","00:47:44:12","même.","1"
"00:47:44:12","00:47:44:22","Dis moi,","1"
"00:47:44:22","00:47:45:01","t'as","1"
"00:47:45:01","00:47:46:06","pas de famille.","1"
"00:47:47:08","00:47:48:12","Et","1"
"00:47:51:08","00:47:54:20","à. Bon.","1"
"00:48:02:11","00:48:03:16","Et","1"
"00:48:03:16","00:48:03:21","ça","1"
"00:48:03:21","00:48:04:05","te dirais","1"
"00:48:04:05","00:48:04:07","de","1"
"00:48:04:07","00:48:04:16","gagner","1"
"00:48:04:16","00:48:05:04","honnêtement","1"
"00:48:05:04","00:48:05:12","quelque","1"
"00:48:05:12","00:48:06:12","chose.","1"
"00:48:06:12","00:48:07:17","T'as","1"
"00:48:14:08","00:48:15:12","raté.","1"
"00:48:30:05","00:48:31:10","Un peu","1"
"00:48:31:16","00:48:32:07","anodin,","1"
"00:48:32:07","00:48:32:14","hein ?","1"
"00:48:32:14","00:48:32:23","Donnez moi","1"
"00:48:32:23","00:48:33:01","le","1"
"00:48:33:01","00:48:33:11","fragment","1"
"00:48:33:11","00:48:33:14","de","1"
"00:48:33:14","00:48:33:21","la pierre","1"
"00:48:33:21","00:48:34:00","de","1"
"00:48:34:00","00:48:34:13","dragon.","1"
"00:48:34:13","00:48:35:06","Wow !","1"
"00:48:35:06","00:48:35:19","Je suis pas","1"
"00:48:35:19","00:48:36:23","d'Angré,","1"
"00:48:37:19","00:48:38:00","Je","1"
"00:48:38:00","00:48:38:09","m'appelle","1"
"00:48:38:09","00:48:39:02","J.","1"
"00:48:39:02","00:48:39:09","Je suis","1"
"00:48:39:09","00:48:40:14","le fleuriste.","1"
"00:48:40:15","00:48:40:18","Où","1"
"00:48:40:18","00:48:41:23","est d'Angré.","1"
"00:48:42:01","00:48:42:08","Il est","1"
"00:48:42:08","00:48:43:12","là bas.","1"
"00:48:45:17","00:48:46:06","Qui détient","1"
"00:48:46:06","00:48:47:11","la pierre.","1"
"00:48:47:11","00:48:48:00","Le plus","1"
"00:48:48:00","00:48:48:17","vicieux","1"
"00:48:48:17","00:48:48:21","des","1"
"00:48:48:21","00:48:49:14","chefs","1"
"00:48:49:14","00:48:49:19","que","1"
"00:48:49:19","00:48:50:06","Griffe","1"
"00:48:50:06","00:48:50:08","ait","1"
"00:48:50:08","00:48:50:23","jamais","1"
"00:48:50:23","00:48:52:03","connu.","1"
"00:48:54:04","00:48:54:08","C'est","1"
"00:48:54:08","00:48:54:15","des fous","1"
"00:48:54:15","00:48:55:01","furieux.","1"
"00:48:55:01","00:48:55:06","Les gens","1"
"00:48:55:06","00:48:55:13","ici,","1"
"00:48:55:13","00:48:55:18","ils sont","1"
"00:48:55:18","00:48:55:22","trop","1"
"00:48:55:22","00:48:56:14","méchants.","1"
"00:48:56:14","00:48:56:22","J'essayais","1"
"00:48:56:22","00:48:56:23","de","1"
"00:48:56:23","00:48:57:06","trouver","1"
"00:48:57:06","00:48:57:09","des","1"
"00:48:57:09","00:48:57:17","cadeaux","1"
"00:48:57:17","00:48:57:21","pour","1"
"00:48:57:21","00:48:58:05","le chef","1"
"00:48:58:05","00:48:58:13","de griffe","1"
"00:48:58:13","00:48:58:16","du","1"
"00:48:58:16","00:48:59:02","dragon","1"
"00:48:59:02","00:48:59:20","dans","1"
"00:48:59:20","00:49:00:09","le chef","1"
"00:49:00:09","00:49:00:13","que","1"
"00:49:00:13","00:49:01:03","vous cherchez.","1"
"00:49:01:03","00:49:02:07","Mon gage ?","1"
"00:49:02:14","00:49:02:23","Eh bien,","1"
"00:49:02:23","00:49:03:10","figurez","1"
"00:49:03:10","00:49:03:13","vous","1"
"00:49:03:13","00:49:03:20","que je","1"
"00:49:03:20","00:49:04:05","sais où","1"
"00:49:04:05","00:49:04:18","trouver.","1"
"00:49:04:18","00:49:04:23","C'est","1"
"00:49:04:23","00:49:05:06","vrai,","1"
"00:49:06:14","00:49:06:19","je","1"
"00:49:06:19","00:49:06:22","vais","1"
"00:49:06:22","00:49:07:05","vous y","1"
"00:49:07:05","00:49:07:16","emmener.","1"
"00:49:07:16","00:49:08:05","Voilà,","1"
"00:49:08:05","00:49:08:10","c'est","1"
"00:49:08:10","00:49:08:14","ce que","1"
"00:49:08:14","00:49:09:07","je me tue","1"
"00:49:09:07","00:49:09:09","à","1"
"00:49:09:09","00:49:09:18","expliquer","1"
"00:49:09:18","00:49:09:23","à ma","1"
"00:49:09:23","00:49:10:06","copine","1"
"00:49:10:06","00:49:10:15","Raïssa.","1"
"00:49:10:15","00:49:10:22","Elle dit","1"
"00:49:10:22","00:49:11:17","toujours","1"
"00:49:11:17","00:49:11:23","Faut pas","1"
"00:49:11:23","00:49:12:10","faire confiance","1"
"00:49:12:10","00:49:12:12","aux","1"
"00:49:12:12","00:49:12:20","gens,","1"
"00:49:12:20","00:49:12:23","faut","1"
"00:49:12:23","00:49:13:07","parler à","1"
"00:49:13:07","00:49:13:20","personne","1"
"00:49:13:20","00:49:13:22","et","1"
"00:49:13:22","00:49:14:04","manger","1"
"00:49:14:04","00:49:14:11","des trucs","1"
"00:49:14:11","00:49:14:20","pas bons","1"
"00:49:14:20","00:49:14:23","qu'on","1"
"00:49:14:23","00:49:15:10","a préparé","1"
"00:49:15:10","00:49:15:15","soi","1"
"00:49:15:15","00:49:16:20","même.","1"
"00:49:16:23","00:49:17:10","Venez","1"
"00:49:17:10","00:49:17:16","mon","1"
"00:49:17:16","00:49:18:03","ange !","1"
"00:49:18:03","00:49:18:13","Le chef","1"
"00:49:18:13","00:49:19:08","d'enfer.","1"
"00:49:19:08","00:49:19:19","Réside","1"
"00:49:19:19","00:49:19:21","à.","1"
"00:49:19:21","00:49:20:14","L'extérieur","1"
"00:49:20:14","00:49:20:21","de la","1"
"00:49:20:21","00:49:21:14","ville.","1"
"00:49:21:14","00:49:22:00","Derrière","1"
"00:49:22:00","00:49:22:03","les","1"
"00:49:22:03","00:49:23:08","grilles.","1"
"00:49:23:08","00:49:23:13","Loin","1"
"00:49:23:13","00:49:24:03","de l'eau.","1"
"00:49:24:03","00:49:24:07","Dis","1"
"00:49:24:07","00:49:25:05","donc,","1"
"00:49:25:05","00:49:25:10","quel","1"
"00:49:25:10","00:49:26:07","courage !","1"
"00:49:26:07","00:49:26:14","Ah ça,","1"
"00:49:26:14","00:49:26:16","c'est","1"
"00:49:26:16","00:49:26:22","quelqu'un","1"
"00:49:26:22","00:49:27:01","qui n'a","1"
"00:49:27:01","00:49:27:06","peur de","1"
"00:49:27:06","00:49:28:11","rien.","1"
"00:49:29:03","00:49:30:02","Et","1"
"00:49:30:02","00:49:30:09","dans","1"
"00:49:30:09","00:49:30:21","grand,","1"
"00:49:30:21","00:49:30:23","je","1"
"00:49:30:23","00:49:31:08","m'appelle","1"
"00:49:31:08","00:49:31:21","Issoufou","1"
"00:49:31:21","00:49:31:23","et","1"
"00:49:31:23","00:49:32:10","j'arrive","1"
"00:49:32:10","00:49:32:20","les bras","1"
"00:49:32:20","00:49:33:08","chargés","1"
"00:49:33:08","00:49:34:02","de cadeaux","1"
"00:49:34:02","00:49:35:09","pour toi.","1"
"00:49:37:23","00:49:39:04","Oh","1"
"00:49:39:18","00:49:40:23","oh","1"
"00:49:41:20","00:49:43:02","oh, tu !","1"
"00:49:47:22","00:49:48:01","Et","1"
"00:49:48:01","00:49:49:03","maintenant.","1"
"00:49:49:03","00:49:49:11","Vous allez","1"
"00:49:49:11","00:49:50:00","me dire","1"
"00:49:50:00","00:49:50:03","où","1"
"00:49:50:03","00:49:50:10","je peux","1"
"00:49:50:10","00:49:50:21","trouver","1"
"00:49:50:21","00:49:51:16","les autres","1"
"00:49:51:16","00:49:52:05","morceaux","1"
"00:49:52:05","00:49:52:11","de la","1"
"00:49:52:11","00:49:52:19","pierre","1"
"00:49:52:19","00:49:53:14","de dragon.","1"
"00:49:53:14","00:49:54:14","Oh alors,","1"
"00:49:54:14","00:49:54:21","je vous","1"
"00:49:54:21","00:49:55:08","abandonne","1"
"00:49:55:08","00:49:55:10","à","1"
"00:49:55:10","00:49:56:07","l'extérieur","1"
"00:49:56:07","00:49:56:10","en","1"
"00:49:56:10","00:49:56:20","compagnie","1"
"00:49:56:20","00:49:57:10","de cette","1"
"00:49:57:10","00:49:58:15","chose.","1"
"00:49:58:16","00:49:58:22","C'est","1"
"00:49:58:22","00:49:59:03","à vous","1"
"00:49:59:03","00:50:00:04","de voir.","1"
"00:50:00:04","00:50:00:18","Mais","1"
"00:50:00:18","00:50:01:02","j'avais","1"
"00:50:01:02","00:50:01:11","confiance","1"
"00:50:01:11","00:50:02:03","en vous.","1"
"00:50:02:03","00:50:02:20","Quelle grosse","1"
"00:50:02:20","00:50:04:00","erreur","1"
"00:50:04:05","00:50:04:18","décidez","1"
"00:50:04:18","00:50:05:04","vous","1"
"00:50:05:04","00:50:06:03","vite !","1"
"00:50:06:03","00:50:07:01","La chose","1"
"00:50:07:01","00:50:07:10","semble","1"
"00:50:07:10","00:50:08:01","affamée.","1"
"00:50:11:06","00:50:11:16","Non,","1"
"00:50:11:16","00:50:11:23","non,","1"
"00:50:11:23","00:50:12:05","non,","1"
"00:50:12:05","00:50:12:13","non,","1"
"00:50:12:13","00:50:12:22","non,","1"
"00:50:12:22","00:50:14:03","non.","1"
"00:50:14:11","00:50:15:15","Oh oui !","1"
"00:50:15:22","00:50:16:07","Avec","1"
"00:50:16:07","00:50:17:02","des larmes","1"
"00:50:17:02","00:50:18:07","de","1"
"00:50:18:20","00:50:18:23","Je","1"
"00:50:18:23","00:50:19:07","vous avais.","1"
"00:50:19:07","00:50:19:12","Dit de","1"
"00:50:19:12","00:50:19:20","rester","1"
"00:50:19:20","00:50:20:00","sur","1"
"00:50:20:00","00:50:21:03","le bateau.","1"
"00:50:21:03","00:50:22:02","Désolé.","1"
"00:50:22:02","00:50:22:12","Tenez,","1"
"00:50:22:12","00:50:22:19","regardez","1"
"00:50:22:19","00:50:24:00","moi ça","1"
"00:50:27:08","00:50:27:11","c'est","1"
"00:50:27:11","00:50:28:13","brouillard.","1"
"00:50:28:13","00:50:29:10","Ouais,","1"
"00:50:29:10","00:50:29:16","c'était","1"
"00:50:29:16","00:50:30:00","le pouvoir.","1"
"00:50:30:00","00:50:30:02","De","1"
"00:50:30:02","00:50:30:10","mon frère.","1"
"00:50:30:10","00:50:31:08","Je gagne","1"
"00:50:31:08","00:50:31:15","et","1"
"00:50:31:15","00:50:32:07","ne crois","1"
"00:50:32:07","00:50:32:14","plus","1"
"00:50:32:14","00:50:33:19","que deux","1"
"00:50:34:20","00:50:35:01","en","1"
"00:50:35:01","00:50:35:06","route.","1"
"00:50:35:06","00:50:35:17","Capitaine","1"
"00:50:35:17","00:50:36:05","Goude.","1"
"00:50:36:05","00:50:36:13","Allez,","1"
"00:50:36:13","00:50:36:16","ne","1"
"00:50:36:16","00:50:37:02","perdons","1"
"00:50:37:02","00:50:38:07","pas.","1"
"00:50:39:11","00:50:39:19","Merci","1"
"00:50:39:19","00:50:39:23","pour","1"
"00:50:39:23","00:50:40:07","tout ces","1"
"00:50:40:07","00:50:40:12","nouveaux","1"
"00:50:40:12","00:50:41:05","clients.","1"
"00:50:41:05","00:50:41:11","Oui,","1"
"00:50:41:11","00:50:41:16","j'ai","1"
"00:50:41:16","00:50:42:00","promis","1"
"00:50:42:00","00:50:42:07","d'offrir","1"
"00:50:42:07","00:50:42:13","un bon","1"
"00:50:42:13","00:50:42:20","repas","1"
"00:50:42:20","00:50:43:06","cette drôle","1"
"00:50:43:06","00:50:44:11","de famille.","1"
"00:50:44:18","00:50:45:01","Alors","1"
"00:50:45:01","00:50:45:10","on en a","1"
"00:50:45:10","00:50:45:17","pour","1"
"00:50:45:17","00:50:46:05","un moment","1"
"00:50:46:05","00:50:46:20","parce que","1"
"00:50:46:20","00:50:48:01","les anguilles","1"
"00:50:48:07","00:50:48:21","on neuf","1"
"00:50:48:21","00:50:50:02","estomacs.","1"
"00:50:50:22","00:50:51:02","J'ai","1"
"00:50:51:02","00:50:51:09","du mal","1"
"00:50:51:09","00:50:51:10","à","1"
"00:50:51:10","00:50:52:03","le croire.","1"
"00:50:52:03","00:50:52:14","Cette vieille","1"
"00:50:52:14","00:50:52:21","femme","1"
"00:50:52:21","00:50:53:07","me voulait","1"
"00:50:53:07","00:50:53:23","du mal.","1"
"00:50:53:23","00:50:55:01","Eh oui.","1"
"00:50:55:01","00:50:55:06","Je suis","1"
"00:50:55:06","00:50:55:17","désolé","1"
"00:50:55:17","00:50:55:21","si","1"
"00:50:55:21","00:50:56:12","sommeil.","1"
"00:50:56:12","00:50:56:20","Ainsi","1"
"00:50:56:20","00:50:56:23","va","1"
"00:50:56:23","00:50:57:06","le monde","1"
"00:50:57:06","00:50:58:05","aujourd'hui.","1"
"00:50:58:05","00:50:58:11","On peut","1"
"00:50:58:11","00:50:58:16","faire","1"
"00:50:58:16","00:50:59:01","confiance","1"
"00:50:59:01","00:50:59:03","à","1"
"00:50:59:03","00:51:00:08","personne.","1"
"00:51:01:13","00:51:01:22","Même pas","1"
"00:51:01:22","00:51:02:16","au bébé.","1"
"00:51:02:16","00:51:03:08","Euh","1"
"00:51:03:08","00:51:03:19","un vrai.","1"
"00:51:03:19","00:51:04:00","Oui,","1"
"00:51:04:00","00:51:04:06","elle est","1"
"00:51:04:06","00:51:04:15","trop","1"
"00:51:04:15","00:51:05:07","mignonne.","1"
"00:51:05:07","00:51:05:17","Regarde","1"
"00:51:05:17","00:51:05:22","moi,","1"
"00:51:05:22","00:51:06:02","c'est","1"
"00:51:06:02","00:51:06:09","belle","1"
"00:51:06:09","00:51:07:06","joue.","1"
"00:51:07:06","00:51:08:11","Là bas.","1"
"00:51:08:19","00:51:09:07","Va seul","1"
"00:51:09:07","00:51:10:12","ciseau","1"
"00:51:10:16","00:51:11:07","ta","1"
"00:51:11:07","00:51:11:14","femme.","1"
"00:51:13:10","00:51:14:15","Oh,","1"
"00:51:14:17","00:51:15:19","je lui.","1"
"00:51:15:19","00:51:16:05","M'adore.","1"
"00:51:16:05","00:51:17:05","Tu fais","1"
"00:51:17:05","00:51:17:20","attention.","1"
"00:51:17:20","00:51:18:05","Elle pourrait","1"
"00:51:18:05","00:51:18:08","vous","1"
"00:51:18:08","00:51:18:15","voler","1"
"00:51:18:15","00:51:19:13","vos dents.","1"
"00:51:19:13","00:51:20:01","Attendez,","1"
"00:51:20:01","00:51:20:06","je vais","1"
"00:51:20:06","00:51:20:10","vous","1"
"00:51:20:10","00:51:21:05","aidez.","1"
"00:51:21:05","00:51:21:23","Moi,","1"
"00:51:21:23","00:51:22:06","je vous dis","1"
"00:51:22:06","00:51:22:12","que","1"
"00:51:22:12","00:51:23:16","l'on ne sait","1"
"00:51:23:16","00:51:23:23","pas.","1"
"00:51:23:23","00:51:24:06","Arrête,","1"
"00:51:24:06","00:51:24:09","tu,","1"
"00:51:24:09","00:51:24:17","lâche,","1"
"00:51:24:17","00:51:24:21","tu","1"
"00:51:24:21","00:51:25:01","lâche,","1"
"00:51:25:01","00:51:25:10","maintenant.","1"
"00:51:25:10","00:51:26:04","Tu l'as","1"
"00:51:26:04","00:51:27:09","lâche.","1"
"00:51:41:03","00:51:41:11","Chef","1"
"00:51:41:11","00:51:41:23","Piranha,","1"
"00:51:41:23","00:51:42:10","Nous manquons","1"
"00:51:42:10","00:51:42:11","de","1"
"00:51:42:11","00:51:43:16","place.","1"
"00:51:43:17","00:51:44:05","Nous devons","1"
"00:51:44:05","00:51:44:09","nous","1"
"00:51:44:09","00:51:44:19","emparer","1"
"00:51:44:19","00:51:45:06","de nouvelles","1"
"00:51:45:06","00:51:45:15","terres.","1"
"00:51:45:15","00:51:45:18","Et","1"
"00:51:45:18","00:51:46:04","comment","1"
"00:51:46:04","00:51:46:12","avez vous","1"
"00:51:46:12","00:51:46:23","l'intention","1"
"00:51:46:23","00:51:47:02","de","1"
"00:51:47:02","00:51:47:12","contourner","1"
"00:51:47:12","00:51:47:23","le drone","1"
"00:51:47:23","00:51:48:07","général ?","1"
"00:51:48:07","00:51:48:14","La tête","1"
"00:51:48:14","00:51:49:06","ailleurs,","1"
"00:51:49:06","00:51:49:11","sans","1"
"00:51:49:11","00:51:50:00","véritable","1"
"00:51:50:00","00:51:50:11","protection ?","1"
"00:51:50:11","00:51:50:15","C'est","1"
"00:51:50:15","00:51:50:22","une mort","1"
"00:51:50:22","00:51:51:09","cruelle","1"
"00:51:51:09","00:51:51:15","qui","1"
"00:51:51:15","00:51:51:20","attend","1"
"00:51:51:20","00:51:52:19","notre peuple.","1"
"00:51:52:19","00:51:53:00","J'ai","1"
"00:51:53:00","00:51:53:05","peut","1"
"00:51:53:05","00:51:53:14","être la","1"
"00:51:53:14","00:51:54:04","solution","1"
"00:51:54:04","00:51:55:09","Mère,","1"
"00:51:55:17","00:51:55:21","bonne,","1"
"00:51:55:21","00:51:56:08","jolie","1"
"00:51:56:08","00:51:56:23","princesse,","1"
"00:51:56:23","00:51:57:04","Quel","1"
"00:51:57:04","00:51:57:19","bonheur","1"
"00:51:57:19","00:51:57:22","de","1"
"00:51:57:22","00:51:58:08","te revoir","1"
"00:51:58:08","00:51:58:12","à la","1"
"00:51:58:12","00:51:59:17","maison !","1"
"00:51:59:19","00:51:59:23","J'ai","1"
"00:51:59:23","00:52:00:12","localisé","1"
"00:52:00:12","00:52:01:01","Aya,","1"
"00:52:01:01","00:52:01:05","elle","1"
"00:52:01:05","00:52:01:10","tente","1"
"00:52:01:10","00:52:01:19","de voler","1"
"00:52:01:19","00:52:02:00","toutes","1"
"00:52:02:00","00:52:02:02","les","1"
"00:52:02:02","00:52:02:22","pierres.","1"
"00:52:02:22","00:52:03:05","Comment","1"
"00:52:03:05","00:52:04:01","ça,","1"
"00:52:04:01","00:52:04:09","je peux","1"
"00:52:04:09","00:52:04:17","l'arrêter","1"
"00:52:04:17","00:52:04:23","à dos","1"
"00:52:04:23","00:52:05:09","du dragon.","1"
"00:52:05:09","00:52:05:12","Mais","1"
"00:52:05:12","00:52:05:15","j'ai","1"
"00:52:05:15","00:52:05:23","besoin","1"
"00:52:05:23","00:52:06:09","de l'armée","1"
"00:52:06:09","00:52:06:13","pour","1"
"00:52:06:13","00:52:07:15","m'aider.","1"
"00:52:07:15","00:52:07:20","Si","1"
"00:52:07:20","00:52:08:04","elle va","1"
"00:52:08:04","00:52:08:11","à dos","1"
"00:52:08:11","00:52:08:14","du","1"
"00:52:08:14","00:52:09:00","dragon.","1"
"00:52:09:00","00:52:10:04","Maintenant,","1"
"00:52:10:04","00:52:10:09","il n'est","1"
"00:52:10:09","00:52:10:17","même pas","1"
"00:52:10:17","00:52:11:04","nécessaire.","1"
"00:52:11:04","00:52:11:07","Quand","1"
"00:52:11:07","00:52:11:13","tu t'es","1"
"00:52:11:13","00:52:12:13","déplace.","1"
"00:52:12:13","00:52:12:18","Elle est","1"
"00:52:12:18","00:52:13:00","bien","1"
"00:52:13:00","00:52:13:12","plus douée","1"
"00:52:13:12","00:52:13:15","que","1"
"00:52:13:15","00:52:13:19","tu ne","1"
"00:52:13:19","00:52:14:16","le crois.","1"
"00:52:14:16","00:52:14:21","Nous","1"
"00:52:14:21","00:52:15:05","devons","1"
"00:52:15:05","00:52:15:20","l'intercepter.","1"
"00:52:17:10","00:52:17:16","Viens","1"
"00:52:17:16","00:52:17:22","avec","1"
"00:52:17:22","00:52:19:03","moi.","1"
"00:52:20:05","00:52:20:15","Regarde","1"
"00:52:20:15","00:52:20:22","autour","1"
"00:52:20:22","00:52:21:21","de toi.","1"
"00:52:21:21","00:52:22:13","Nous avons bâti","1"
"00:52:22:13","00:52:22:19","tout","1"
"00:52:22:19","00:52:23:00","ce que","1"
"00:52:23:00","00:52:23:13","tu vois","1"
"00:52:23:13","00:52:24:00","en veillant","1"
"00:52:24:00","00:52:24:02","à","1"
"00:52:24:02","00:52:24:08","prendre","1"
"00:52:24:08","00:52:24:17","les bonnes","1"
"00:52:24:17","00:52:25:06","décisions","1"
"00:52:25:06","00:52:25:08","et","1"
"00:52:25:08","00:52:25:19","en gardant","1"
"00:52:25:19","00:52:26:05","la tête","1"
"00:52:26:05","00:52:27:09","froide.","1"
"00:52:27:11","00:52:27:22","Nous sommes","1"
"00:52:27:22","00:52:28:14","en sécurité","1"
"00:52:28:14","00:52:29:19","et notre","1"
"00:52:29:20","00:52:30:07","canal","1"
"00:52:30:07","00:52:30:10","nous","1"
"00:52:30:10","00:52:31:00","protège","1"
"00:52:31:00","00:52:31:08","de ces","1"
"00:52:31:08","00:52:32:09","monstres.","1"
"00:52:32:09","00:52:32:21","J'estime","1"
"00:52:32:21","00:52:33:01","qu'il","1"
"00:52:33:01","00:52:33:03","n'est","1"
"00:52:33:03","00:52:33:22","pas sage","1"
"00:52:33:22","00:52:34:02","de","1"
"00:52:34:02","00:52:34:09","prendre","1"
"00:52:34:09","00:52:34:23","des risques","1"
"00:52:34:23","00:52:35:03","pour","1"
"00:52:35:03","00:52:36:08","si peu.","1"
"00:52:36:08","00:52:37:02","Vous avez entendu","1"
"00:52:37:02","00:52:37:22","le général ?","1"
"00:52:37:22","00:52:38:07","Nous allons","1"
"00:52:38:07","00:52:38:14","manquer","1"
"00:52:38:14","00:52:39:01","de place.","1"
"00:52:39:01","00:52:39:13","Il nous faut","1"
"00:52:39:13","00:52:40:00","de nouvelles","1"
"00:52:40:00","00:52:40:13","terres.","1"
"00:52:40:13","00:52:40:17","Si","1"
"00:52:40:17","00:52:41:05","nous avions","1"
"00:52:41:05","00:52:41:11","tous les","1"
"00:52:41:11","00:52:41:19","morceaux","1"
"00:52:41:19","00:52:42:05","de la pierre,","1"
"00:52:42:05","00:52:42:15","nous pourrions","1"
"00:52:42:15","00:52:42:23","le faire","1"
"00:52:42:23","00:52:43:07","en toute","1"
"00:52:43:07","00:52:44:01","sécurité.","1"
"00:52:44:01","00:52:44:11","Faites moi","1"
"00:52:44:11","00:52:45:07","confiance.","1"
"00:52:45:07","00:52:45:11","C'est","1"
"00:52:45:11","00:52:45:13","une","1"
"00:52:45:13","00:52:45:23","décision","1"
"00:52:45:23","00:52:46:09","mûrement.","1"
"00:52:46:09","00:52:47:00","Réfléchie","1"
"00:52:47:00","00:52:47:08","et c'est","1"
"00:52:47:08","00:52:47:11","la.","1"
"00:52:47:11","00:52:47:20","Seule","1"
"00:52:47:20","00:52:48:02","que l'on","1"
"00:52:48:02","00:52:48:07","puisse","1"
"00:52:48:07","00:52:48:14","prendre","1"
"00:52:48:14","00:52:48:18","pour","1"
"00:52:48:18","00:52:49:04","assurer","1"
"00:52:49:04","00:52:49:21","l'avenir","1"
"00:52:49:21","00:52:51:02","du dragon.","1"
"00:52:55:14","00:52:56:19","La marée,","1"
"00:52:57:09","00:52:57:14","tu as","1"
"00:52:57:14","00:52:57:21","bien","1"
"00:52:57:21","00:52:58:12","grandi.","1"
"00:52:58:12","00:52:58:23","Je vois","1"
"00:52:58:23","00:52:59:07","en toi","1"
"00:52:59:07","00:52:59:15","l'âme","1"
"00:52:59:15","00:53:00:04","du chef","1"
"00:53:00:04","00:53:00:08","que","1"
"00:53:00:08","00:53:01:13","j'espérais","1"
"00:53:01:17","00:53:02:03","général,","1"
"00:53:02:03","00:53:02:09","la tête","1"
"00:53:02:09","00:53:02:20","ailleurs.","1"
"00:53:02:20","00:53:03:06","l'Armée","1"
"00:53:03:06","00:53:03:15","royale","1"
"00:53:03:15","00:53:03:22","passe","1"
"00:53:03:22","00:53:04:03","sous le","1"
"00:53:04:03","00:53:04:14","commandement","1"
"00:53:04:14","00:53:04:16","de","1"
"00:53:04:16","00:53:05:16","ma fille.","1"
"00:53:05:16","00:53:06:03","Merci","1"
"00:53:06:03","00:53:06:19","mère.","1"
"00:53:06:19","00:53:06:23","Je","1"
"00:53:06:23","00:53:07:04","ne vous","1"
"00:53:07:04","00:53:07:14","décevra","1"
"00:53:07:14","00:53:07:19","pas.","1"
"00:53:16:06","00:53:16:15","Arrêtez","1"
"00:53:16:15","00:53:16:17","de","1"
"00:53:16:17","00:53:17:21","monter.","1"
"00:53:19:06","00:53:20:15","Oh","1"
"00:53:24:14","00:53:24:23","désolé","1"
"00:53:24:23","00:53:25:03","mon","1"
"00:53:25:03","00:53:25:09","grand,","1"
"00:53:25:09","00:53:25:13","je vais","1"
"00:53:25:13","00:53:25:20","régler","1"
"00:53:25:20","00:53:26:06","ça.","1"
"00:53:26:06","00:53:26:14","Tu m'as","1"
"00:53:26:14","00:53:26:21","lancé","1"
"00:53:26:21","00:53:28:00","une crevette","1"
"00:53:28:00","00:53:28:04","mais","1"
"00:53:28:04","00:53:28:13","je sais","1"
"00:53:28:13","00:53:28:16","pas où","1"
"00:53:28:16","00:53:29:10","je vais.","1"
"00:53:29:10","00:53:30:08","Je ne regarde pas","1"
"00:53:30:08","00:53:30:14","le cri,","1"
"00:53:30:14","00:53:31:03","je la grosse","1"
"00:53:31:03","00:53:31:12","pour les","1"
"00:53:31:12","00:53:32:04","amis.","1"
"00:53:32:04","00:53:32:14","Ils ont joué","1"
"00:53:32:14","00:53:32:23","à cache","1"
"00:53:32:23","00:53:33:21","cache.","1"
"00:53:33:21","00:53:35:01","Oh !","1"
"00:53:35:07","00:53:36:01","On y va","1"
"00:53:36:01","00:53:37:05","très.","1"
"00:53:37:05","00:53:38:10","Bien.","1"
"00:53:42:18","00:53:43:23","Merci.","1"
"00:53:43:23","00:53:45:03","Demi","1"
"00:53:46:05","00:53:47:10","trois.","1"
"00:53:47:21","00:53:48:06","Rappelez","1"
"00:53:48:06","00:53:48:11","moi de","1"
"00:53:48:11","00:53:48:17","jamais","1"
"00:53:48:17","00:53:48:22","faire","1"
